mtitle,budget,rating,genre
"Bob & Carol & Ted & Alice",2000000,6,"Mixed"
"Body Double",10000000,6.3,"Drama"
"Body Parts",10000000,4.6,"None"
"Body of Evidence",30000000,4.1,"Romance"
"Body of Influence 2",1200000,3.4,"None"
"Bogus",32000000,5,"Mixed"
"Boiler Room",9000000,6.8,"Drama"
"Bold Caballero, The",100000,4.9,"Romance"
"Bombshell",344000,7.8,"Mixed"
"Bon voyage",20000000,7.2,"Mixed"
"Bone Collector, The",48000000,6.2,"Drama"
"Bone Snatcher, The",6000000,4.1,"None"
"Bones",16000000,4.2,"None"
"Bonfire of the Vanities, The",47000000,5,"Mixed"
"Bonnie and Clyde",2500000,7.9,"Mixed"
"Bono",250000,1,"Drama"
"Boogens, The",600000,4.2,"None"
"Boogeyman",20000000,4.1,"Drama"
"Boogie Nights",15000000,7.6,"Drama"
"Book That Wrote Itself, The",25000,4.5,"Comedy"
"Book and the Rose, The",40000,9,"Mixed"
"Book of Life, The",350000,6.7,"Comedy"
"Book of Mormon Movie, Volume 1: The Journey, The",2000000,3.4,"None"
"Book of Shadows: Blair Witch 2",15000000,4.2,"None"
"Boom",10000000,4,"Drama"
"Boom Town",2000000,7,"Mixed"
"Boomerang",42000000,5.1,"Mixed"
"Boot, Das",14000000,8.5,"Drama"
"Born Losers, The",360000,5.4,"Mixed"
"Born on the Fourth of July",14000000,7,"Drama"
"Born to Be Bad",252238,5.6,"Mixed"
"Borrowers, The",29000000,5.6,"Comedy"
"Bossu, Le",30000000,7.1,"Drama"
"Bottle Rocket",7000000,7.4,"Mixed"
"Bottle and the Throttle, The",1000,3.8,"Mixed"
"Bottomfeeders",500000,7.4,"Comedy"
"Bounce",35000000,5.8,"Mixed"
"Bound",4500000,7.5,"Romance"
"Bound by Honor",35000000,7.4,"Mixed"
"Bourne Identity, The",75000000,7.3,"Mixed"
"Bourne Supremacy, The",75000000,7.3,"Mixed"
"Bowery, The",421496,7.3,"Mixed"
"Bowfinger",55000000,6.4,"Comedy"
"Bowling for Columbine",4000000,8.5,"Mixed"
"Boxcar Bertha",600000,5.8,"Drama"
"Boxed",500000,6.5,"None"
"Boxers and Ballerinas",85000,7.7,"Documentary"
"Boy s tenyu",3500000,4.8,"Action"
"Boy-Next-Door",50000,9.4,"Mixed"
"Boys Beware",1000,4.2,"Mixed"
"Boys Don't Cry",2000000,7.6,"Drama"
"Boys Next Door, The",5000000,5.8,"Drama"
"Boys Night Out",30000,7.7,"Short"
"Boys and Girls",16000000,4.9,"Mixed"
"Boys from Brazil, The",12000000,6.8,"Drama"
"Boys in the Band, The",5500000,7.3,"Drama"
"Boys in the Sand",8000,7.8,"None"
"Boys on the Side",21000000,6.1,"Mixed"
"Boyz n the Hood",6000000,7.7,"Drama"
"Brady Bunch Movie, The",12000000,5.6,"Comedy"
"Brain Eaters, The",30000,3.6,"None"
"Brain That Wouldn't Die, The",62000,3,"None"
"Brain from Planet Arous, The",58000,4.1,"None"
"Braindead",3000000,7.5,"Mixed"
"Brainstorm",15000000,6.2,"None"
"Brat 2",1500000,6.7,"Action"
"Brat, The",243093,2,"Comedy"
"Braveheart",53000000,8.3,"Mixed"
"Bravo Two Zero",6500000,6.5,"None"
"Brazil",15000000,8,"Comedy"
"Bread, My Sweet, The",600000,6.8,"Mixed"
"Break Up",9000000,5.1,"Drama"
"Breakdown",36000000,6.7,"Action"
"Breakfast at Tiffany's",2500000,7.7,"Mixed"
"Breakfast of Champions",12000000,4.2,"Comedy"
"Breaking All the Rules",2032000,4.8,"Mixed"
"Breathing Room",500000,4,"Mixed"
"Breed, The",4000000,4.7,"Action"
"Bride & Prejudice",7000000,6.3,"Mixed"
"Bride of Chucky",25000000,5.2,"Comedy"
"Bride of Frankenstein",397000,8.1,"Drama"
"Bride of the Wind",12000000,5.2,"Drama"
"Bridge Too Far, A",26000000,7,"Mixed"
"Bridge of Dragons",4000000,3.7,"Mixed"
"Bridge on the River Kwai, The",3000000,8.4,"Drama"
"Bridges of Madison County, The",22000000,6.9,"Mixed"
"Bridget Jones's Diary",26000000,7,"Mixed"
"Bridget Jones: The Edge of Reason",70000000,5.7,"Mixed"
"Brigadoon",2352625,6.8,"Romance"
"Brigham City",1000000,7.1,"Drama"
"Bring It On",10000000,6.1,"Comedy"
"Bring Me the Head of Alfredo Garcia",1500000,7.1,"Drama"
"Bringing Down the House",35000000,5.6,"Comedy"
"Bringing Out the Dead",32000000,6.7,"Drama"
"Bringing Rain",150000,5.6,"Mixed"
"Broadcast 23",2500,5.7,"Mixed"
"Broadway Bad",239308,6,"Drama"
"Broadway Danny Rose",8000000,7.3,"Comedy"
"Broadway Melody, The",379000,6,"None"
"Broken Arrow",65000000,5.7,"Action"
"Broken Blossoms or The Yellow Man and the Girl",88000,7.4,"Mixed"
"Broken Hearts Club: A Romantic Comedy, The",1000000,6.8,"Mixed"
"Broken Lullaby",889154,7.2,"Drama"
"Broken Vessels",600000,6.1,"Drama"
"Bronx Tale, A",22000000,7.5,"Drama"
"Brooklyn Bound",70000,4.2,"Drama"
"Brother",12000000,7.1,"None"
"Brother from Another Planet, The",300000,6.7,"Mixed"
"Brothers McMullen, The",23800,6.4,"Mixed"
"Brothers in Arms",500000,4.6,"Documentary"
"Brown Bunny, The",10000000,5.1,"Drama"
"Brown Sugar",8000000,5.9,"Mixed"
"Bruce Almighty",81000000,6.4,"Mixed"
"Bruce, The",500000,4.5,"None"
"Bruno",10000000,6,"Mixed"
"Brylcreem Boys, The",6000000,6,"Mixed"
"Bubba Ho-tep",1000000,7.5,"Comedy"
"Bubble Boy",13000000,5.1,"Mixed"
"Buck Privates",180000,6.8,"Comedy"
"Bucket of Blood, A",25000,6.6,"Comedy"
"Budbringeren",2100000,6.8,"Comedy"
"Buddy Buddy",10000000,6.2,"Comedy"
"Buena onda",2000,5.2,"Mixed"
"Buffalo '66",1500000,7.2,"Mixed"
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",6000000,5.6,"Comedy"
"Buffalo Soldiers",15000000,7,"Mixed"
"Bug Buster",8500000,2.9,"Mixed"
"Bug Man, The",28000,6.7,"Mixed"
"Bug's Life, A",45000000,7.4,"Mixed"
"Bugsy",40000000,6.6,"Drama"
"Bull Durham",7000000,7.1,"Mixed"
"Bulldog Drummond",550000,6.6,"None"
"Bullet for Pretty Boy, A",350000,3.5,"Mixed"
"Bulletproof",5000000,3.8,"Mixed"
"Bulletproof Monk",52000000,5.2,"Mixed"
"Bullets Over Broadway",20000000,7.4,"Mixed"
"Bullitt",5500000,7.3,"Mixed"
"Bulworth",30000000,6.9,"Mixed"
"Bumer",700000,6.5,"Drama"
"Buono, il brutto, il cattivo, Il",1200000,8.8,"Mixed"
"Burglar, The",90000,7,"Drama"
"Burial Society, The",1500000,6.5,"None"
"Burning, The",1500000,4.7,"None"
"Burying Dvorak",5000,9.4,"Mixed"
"Bushmen",10000,8.3,"Short"
"Business of Fancydancing, The",200000,7.3,"Drama"
"Bussed",10000,5.2,"Mixed"
"Busting Out",100000,9.4,"Documentary"
"But I'm a Cheerleader",1200000,6.2,"Mixed"
"Butterfly Effect, The",13000000,7.6,"Drama"
"C'era una volta il West",5000000,8.7,"Drama"
"C.H.U.D.",1250000,4.3,"None"
"CQ",7000000,6.4,"Mixed"
"Cabaret",6000000,7.8,"Drama"
"Cabin Fever",1500000,5.1,"None"
"Cabin in the Sky",662141,7.3,"None"
"Cabiria",210000,7.6,"Drama"
"Cable Guy, The",47000000,5.5,"Mixed"
"Cachimba",950000,6.6,"Comedy"
"Caddyshack",6000000,7.1,"Comedy"
"Cafe Society",3500000,5.7,"Drama"
"Caffeine Headache",2000,7.7,"Mixed"
"Caged Heat",180000,4.9,"Mixed"
"Calendar Girl",13000000,4.7,"Mixed"
"California Casanova",350000,4.9,"Comedy"
"Call Her Savage",489652,6.9,"Drama"
"Calling Bobcat",230000,5,"None"
"Callous Sentiment",10000,7.7,"Short"
"Cama adentro",800000,7.3,"None"
"Camelot",17000000,6.1,"Mixed"
"Cameron's Closet",7000000,3.9,"None"
"Camille",1486000,7.4,"Mixed"
"Camp Pacific",35000,9.1,"Mixed"
"Camp Slaughter",350000,2,"None"
"Campanadas a medianoche",800000,8.3,"Mixed"
"Can't Be Heaven",2000000,5.7,"Mixed"
"Can't Hardly Wait",10000000,6.2,"Mixed"
"Can't Stop the Music",20000000,3.4,"Comedy"
"Can-Can",6000000,6,"Mixed"
"Canadian Bacon",11000000,5.5,"Comedy"
"Candyman",8000000,6.3,"Drama"
"Cape Fear",35000000,7.1,"Drama"
"Cape of Good Hope",3000000,9.7,"Mixed"
"Capricorn One",5000000,6.4,"Drama"
"Captain Blood",1200000,7.7,"Mixed"
"Captain Corelli's Mandolin",57000000,5.9,"Mixed"
"Captain EO",17000000,5.7,"Short"
"Captain Kronos - Vampire Hunter",400000,6.3,"None"
"Captain from Castile",4500000,6.7,"Mixed"
"Captains Courageous",1645000,7.7,"Drama"
"Captured!",245000,6,"Mixed"
"Carabiniers, Les",140000,6.9,"Drama"
"Carandiru",6000000,7.7,"Drama"
"Caravans",14000000,5.4,"None"
"Carefree",1253000,7.1,"Mixed"
"Carlos contra el mundo",1000000,5.4,"Mixed"
"Carmen Jones",750000,7,"Drama"
"Carnage",32500,2.2,"None"
"Carnival of Souls",30000,7,"None"
"Carnival of Souls",2000000,2.8,"None"
"Carnosaur",1000000,3.1,"None"
"Carpetbaggers, The",3000000,6.1,"Drama"
"Carpool",17000000,4.5,"Comedy"
"Carrie",1800000,7.2,"Drama"
"Casa dell'esorcismo, La",1000000,5.5,"None"
"Casablanca",950000,8.8,"Mixed"
"Casino",52000000,7.8,"Drama"
"Casino Royale",12000000,5.3,"Mixed"
"Casper",55000000,5.6,"Comedy"
"Casshern",5000000,6.5,"Mixed"
"Cast Away",90000000,7.3,"Drama"
"Casualties of War",22500000,6.8,"Drama"
"Cat People",134000,7.4,"Romance"
"Cat People",18000000,5.8,"Drama"
"Cat in the Hat, The",109000000,3.2,"Comedy"
"Cat on a Hot Tin Roof",3000000,7.8,"Drama"
"Cat's Eye",7000000,5.7,"Comedy"
"Cat's-Paw, The",617000,6.8,"Comedy"
"Catch Me If You Can",800000,5.1,"Mixed"
"Catch Me If You Can",52000000,7.6,"Drama"
"Catch That Kid",18000000,4.5,"Mixed"
"Cats & Dogs",60000000,5.4,"Comedy"
"Cats Don't Dance",32000000,6.4,"Mixed"
"Catwoman",85000000,3.4,"Action"
"Causality",15000,9.7,"Short"
"Cavalcade",1180280,6.8,"Mixed"
"Cavalieri che fecero l'impresa, I",8000000,5.7,"Drama"
"Cecil B. DeMented",10000000,6,"Comedy"
"Celebrity",12000000,6.1,"Comedy"
"Cell, The",33000000,6.1,"None"
"Cellar Doors",7000,7.1,"Short"
"Cellar, The",5000,7.1,"Short"
"Cellular",25000000,6.4,"Action"
"Centipede!",500000,3.6,"Action"
"Central Airport",356000,5.3,"Drama"
"Central do Brasil",2900000,7.9,"Drama"
"Chacun cherche son chat",300000,7,"Mixed"
"Chafed Elbows",25000,2.1,"Comedy"
"Chain Reaction",55000000,5.1,"Mixed"
"Chain of Fools",20000000,6.1,"Comedy"
"Chair, The",3000000,3.8,"None"
"Chairman of the Board",10000000,2.6,"Comedy"
"Chalk",400000,8.6,"None"
"Chamber, The",50000000,5.7,"Drama"
"Champagne Society",5000,4.5,"Mixed"
"Chan Is Missing",20000,6.3,"None"
"Chance",150000,8,"Mixed"
"Chandelier",32000,8.7,"Mixed"
"Chandu the Magician",349456,5.7,"None"
"Chanel Solitaire",7000000,4.9,"Mixed"
"Change of Climate, A",15000,4.6,"Short"
"Changing Habits",1200000,5.5,"Mixed"
"Changing Lanes",45000000,6.6,"Drama"
"Chapter Zero",1500000,5.1,"Comedy"
"Charade",4000000,8.1,"Mixed"
"Charge of the Light Brigade, The",1200000,7.2,"Mixed"
"Charge of the Light Brigade, The",8000000,6.2,"Drama"
"Chariots of Fire",5500000,7.3,"Drama"
"Charlie",5000000,5,"Drama"
"Charlie Chan at Treasure Island",120000,7.4,"None"
"Charlie Chan in Black Magic",75000,6.2,"None"
"Charlie Chan in London",100000,7.1,"None"
"Charlie Chan in Paris",110000,7,"None"
"Charlie Chan in The Chinese Cat",75000,6.5,"Drama"
"Charlie Chan in the Secret Service",75000,6.6,"None"
"Charlie's Angels",92000000,5.8,"Mixed"
"Charlie's Angels: Full Throttle",120000000,5,"Mixed"
"Charlotte Sometimes",80000,4.6,"Drama"
"Charly",950000,5.5,"Mixed"
"Charming Billy",250000,5.3,"None"
"Chase, The",2000,8.3,"Short"
"Chasing Amy",250000,7.6,"Mixed"
"Chasing Jason",2000,7,"Mixed"
"Chasing Liberty",23000000,5.7,"Mixed"
"Che!",2800000,3.3,"Drama"
"Cheaper by the Dozen",40000000,5.8,"Mixed"
"Cheat, The",17311,7.2,"Drama"
"Cheerleader",5500,8.8,"Mixed"
"Cheerleaders, The",153000,5,"Comedy"
"Cheetah",5000000,5.9,"None"
"Cherish",1500000,6.5,"Mixed"
"Cherry Falls",14000000,4.9,"Comedy"
"Cherry Orchard, The",5000000,6.4,"Drama"
"Cherry, Harry & Raquel!",90000,4.6,"Drama"
"Cheyenne Autumn",4200000,6.8,"None"
"Chi sei?",350000,3.1,"None"
"Chicago",45000000,7.5,"Mixed"
"Chicken Run",42000000,7.4,"Mixed"
"Chiesa, La",3500000,5.9,"Drama"
"Child Psychology",7000,6.6,"Mixed"
"Child's Play",19000000,5.9,"None"
"Child's Play 2",13000000,4.5,"Comedy"
"Childhood's End",600000,4.4,"Mixed"
"Children On Their Birthdays",10000000,6,"Drama"
"Children Shouldn't Play with Dead Things",70000,4.4,"None"
"Children of the Arcana",11000,7.1,"Short"
"Children of the Corn",3000000,4.9,"None"
"Children of the Corn II: The Final Sacrifice",900000,3.2,"None"
"Children's Hour, The",3600000,7.3,"Drama"
"Chill Factor",34000000,5,"Mixed"
"China Lake",3000,7.5,"Short"
"Chinatown",6000000,8.4,"Drama"
"Chitty Chitty Bang Bang",10000000,6.3,"Comedy"
"Choirboys, The",6500000,4.9,"Drama"
"Choke",550000,5.6,"Documentary"
"Choosing Matthias",2500000,4.9,"Drama"
"Chopin. Pragnienie milosci",3500000,4,"Mixed"
"Christine",9700000,6,"Drama"
"Christmas with the Kranks",60000000,4.5,"Comedy"
"Christopher Strong",284000,6.1,"Drama"
"Chronicles of Riddick, The",110000000,6.2,"Action"
"Chronotrip",10000,4,"Documentary"
"Chu Chin Chow",500000,4.8,"Mixed"
"Chuck&Buck",250000,6.6,"Mixed"
"Chumscrubber, The",6800000,4.5,"Drama"
"Ciao America",5000000,4.8,"Mixed"
"Cidade de Deus",3300000,8.7,"Drama"
"Cider House Rules, The",24000000,7.5,"Mixed"
"Cimarron",1433000,6.2,"Drama"
"Cinderella",2900000,7.3,"Animation"
"Cinderella Story, A",20000000,4.9,"Mixed"
"Cinderfella",3000000,5.4,"Comedy"
"Cinedictum",100000,7,"Mixed"
"Circle of Iron",4000000,5.2,"Action"
"Circus World",9000000,5.7,"Drama"
"Circus, The",900000,7.8,"Mixed"
"Citizen Kane",686033,8.7,"Drama"
"Citizen Ruth",3000000,6.8,"Mixed"
"Citizen Shane",4000,5,"Documentary"
"Citizen Verdict",10000000,4.8,"None"
"City Hall",40000000,6.1,"Drama"
"City Lights",1500000,8.5,"Mixed"
"City by the Sea",60000000,6.3,"Drama"
"City of Angels",55000000,6.2,"Mixed"
"City of Ghosts",17500000,5.6,"None"
"City of Hope",3000000,7.3,"Drama"
"City of Industry",8000000,5.9,"None"
"City on Fire",5300000,3.4,"Action"
"Civil Action, A",60000000,6.4,"Drama"
"Civil Brand",500000,4.1,"Drama"
"Claire of the Moon",130000,4.1,"Mixed"
"Clash of the Titans",15000000,6.3,"Mixed"
"Class of 1984",4300000,5.5,"Mixed"
"Class of 1999",5200000,4.5,"Action"
"Class of 83",25000,9.6,"Documentary"
"Claudine's Return",2000000,3.8,"Mixed"
"Claustrophobia",114000,4.2,"Comedy"
"Clay Pigeons",8000000,6.4,"Mixed"
"Clean, Shaven",60000,6.8,"Drama"
"Clear and Present Danger",65000000,6.8,"Mixed"
"Clearing the Range",60000,4.5,"None"
"Cleopatra",500000,9.3,"Drama"
"Cleopatra",44000000,6.6,"Mixed"
"Clerks.",230000,7.9,"Mixed"
"Cliffhanger",65000000,6,"Action"
"Clifford's Really Big Movie",70000,5.9,"Animation"
"Climb, The",2500000,5.2,"Mixed"
"Clock, The",1324000,7.3,"Mixed"
"Clockers",25000000,6.8,"Drama"
"Clockstoppers",26000000,5.1,"None"
"Clockwork Orange, A",2200000,8.3,"Drama"
"Clonus Horror, The",350000,2.1,"None"
"Close Encounters of the Third Kind",20000000,7.7,"Drama"
"Clown Princes",21243,6.5,"Mixed"
"Clown in Babylon, A",150000,7.8,"Drama"
"Club Dread",9000000,5.2,"Comedy"
"Club Fed",360000,3.2,"Comedy"
"Clubland",4000000,4,"None"
"Clue",15000000,6.7,"Comedy"
"Clueless",20000000,6.7,"Mixed"
"Coach Carter",30000000,6.6,"Drama"
"Cock-Eyed World, The",661315,5.9,"Comedy"
"Cockettes, The",300000,6.6,"Documentary"
"Cocoanuts, The",500000,6.8,"Comedy"
"Code",10000,6.2,"Short"
"Code 46",7500000,6.4,"Mixed"
"Codename: Simon",50000,9.2,"Short"
"Cog",4000,9.6,"Mixed"
"Coil",12000,7.8,"Drama"
"Cold Call",20000,7.7,"Mixed"
"Cold Dog Soup",7000000,4.6,"Comedy"
"Cold Heart",3000000,4.1,"None"
"Cold Hearts",900000,3.9,"None"
"Cold Mountain",83000000,7.4,"Mixed"
"Collateral",65000000,7.7,"Drama"
"Collateral Damage",85000000,5.2,"Action"
"College Coach",245000,5.2,"Drama"
"Color Me Blood Red",50000,3.4,"None"
"Color Purple, The",15000000,7.6,"Drama"
"Color of Money, The",10000000,6.8,"Drama"
"Color of Night",40000000,4.7,"Mixed"
"Coltelli del vendicatore, I",75000,4.7,"None"
"Combat Shock",40000,5.6,"Drama"
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",850000,6.9,"Drama"
"Comedians of Comedy, The",500000,8.8,"Mixed"
"Coming to America",28000000,6.6,"Mixed"
"Command Decision",3700000,7.5,"Drama"
"Commandments",5000000,5.4,"Mixed"
"Committed",3000000,5.2,"Mixed"
"Company Jasmine",150000,8.4,"Documentary"
"Company Man",16000000,4.8,"Comedy"
"Company of Wolves, The",2000000,6.4,"None"
"Company, The",15000000,6.2,"Drama"
"Comunidad, La",2000000,7.2,"Comedy"
"Con Air",75000000,6.3,"Action"
"Conan the Barbarian",20000000,6.5,"Action"
"Condemned",600000,5.7,"Drama"
"Confession, The",15000,6.9,"Mixed"
"Confession, The",4000000,5.8,"Drama"
"Confessions of a Dangerous Mind",29000000,7.1,"Drama"
"Confessions of a Nazi Spy",1500000,6.6,"Drama"
"Confessions of a Teenage Drama Queen",15000000,4.4,"Comedy"
"Confidence",15000000,6.8,"Drama"
"Conformista, Il",750000,7.7,"Drama"
"Congo",50000000,4.4,"Action"
"Connecting Dots",500000,7.7,"Mixed"
"Connection, The",167000,7.3,"Drama"
"Conqueror, The",6000000,3.3,"Action"
"Conquest",2732000,6.7,"Mixed"
"Conquest of the Planet of the Apes",1700000,5.5,"Action"
"Conspiracy Theory",75000000,6.4,"Mixed"
"Constantine",100000000,6.4,"Mixed"
"Contact",90000000,7.3,"Drama"
"Contender, The",9000000,6.9,"Drama"
"Control de plagas",5000,8.1,"Mixed"
"Convention City",239000,4.7,"Comedy"
"Conversation, The",1600000,8.1,"Drama"
"Cool Hot Rod, The",1000,3.9,"Mixed"
"Cool as Ice",6000000,2.4,"Mixed"
"Cop Land",15000000,6.7,"Drama"
"Copycat",20000000,6.5,"Drama"
"Coquette",489106,4.9,"Drama"
"Coral Reef Adventure",10000000,6.2,"Mixed"
"Core, The",74000000,5.4,"Mixed"
"Corky Romano",11000000,4.6,"Comedy"
"Corner of Your Eye",100000,5.2,"Mixed"
"Coronado",4700000,4.5,"Mixed"
"Coronel no tiene quien le escriba, El",3000000,6.9,"Drama"
"Corpse Grinders, The",47000,2.6,"Comedy"
"Cotton Club, The",47000000,6.2,"Drama"
"Cotton Comes to Harlem",1200000,6.2,"Mixed"
"Cotton Mary",3500000,5.3,"Drama"
"Could This Be Love?",5000,3.6,"Short"
"Count of Monte Cristo, The",35000000,7.4,"Mixed"
"Countess from Hong Kong, A",3500000,5.4,"Comedy"
"Country Bears, The",35000000,3.7,"Comedy"
"Country of My Skull",12000000,5.1,"Drama"
"Courage Under Fire",46000000,6.7,"Mixed"
"Cover Up",7500000,3.3,"Action"
"Covered Wagon, The",782000,7.9,"Romance"
"Cowboy and the Lady, The",1500000,6.3,"Mixed"
"Cowboys & Angels",2000000,7.5,"Mixed"
"Cowboys, The",6000000,6.9,"None"
"Coyote Ugly",45000000,5.4,"Mixed"
"Crab Boy",17000,2.1,"Short"
"Crack in the World",600000,5.8,"None"
"Cradle 2 the Grave",25000000,5.3,"Action"
"Cradle Will Rock",32000000,6.7,"Drama"
"Craft, The",15000000,5.9,"Mixed"
"Craig's Wife",300000,7.8,"Drama"
"Crank Calls",40000,6.8,"Mixed"
"Crash",6500000,8.3,"Drama"
"Crawling Hand, The",100000,2.6,"None"
"Crazies, The",275000,5.7,"Mixed"
"Crazy Love",2000,9.2,"Mixed"
"Crazy in Alabama",15000000,6.1,"Mixed"
"Crazy-Quilt, The",250000,4.2,"Drama"
"Crazy/Beautiful",14000000,6.5,"Mixed"
"Creature",4000000,3.8,"None"
"Creepozoids",75000,2.6,"None"
"Creepshow",8000000,6,"Comedy"
"Creepshow 2",3500000,4.9,"Comedy"
"Creepy Tales: Girls Night Out",30000,1.8,"None"
"Cremaster 2",1700000,6.5,"Drama"
"Crew, The",23000000,5.3,"Comedy"
"Crier, The",250000,3.3,"None"
"Crime Partners 2000",250000,4.4,"None"
"Crime Spree",10000000,6.3,"Comedy"
"Crimen del padre Amaro, El",1800000,7,"Mixed"
"Crimes and Misdemeanors",19000000,7.9,"Mixed"
"Crimes of the Future",20000,4.7,"Comedy"
"Criminal, The",200000,6.7,"None"
"Crimson Pirate, The",1850000,7.2,"Mixed"
"Crimson Tide",53000000,7.1,"Mixed"
"Crisis",1616455,6.2,"Drama"
"Critical Care",12000000,5.8,"Mixed"
"Critters",2000000,5.3,"Comedy"
"Critters 2: The Main Course",4500000,4.2,"Comedy"
"Crocodile Dundee in Los Angeles",25000000,4.7,"Mixed"
"Crocodile Hunter: Collision Course, The",13000000,5.3,"Comedy"
"Crooklyn",14000000,6.2,"Mixed"
"Crop Circles: Quest for Truth",750000,7.2,"Documentary"
"Crop, The",40000,6.6,"Comedy"
"Cross Country",2500000,4.6,"None"
"Cross of Iron",6000000,7.3,"Mixed"
"Crossfire",250000,7.6,"Drama"
"Crossplot",1000000,4.1,"None"
"Crossroads",12000000,3.1,"Mixed"
"Crow, The",15000000,7.2,"Action"
"Crow: City of Angels, The",13000000,3.8,"Action"
"Crow: Salvation, The",25000000,4.9,"Mixed"
"Cruel Intentions",11000000,6.5,"Mixed"
"Crutch",500000,6.2,"Drama"
"Cry of the Banshee",500000,4.6,"None"
"Cry-Baby",11000000,6,"Mixed"
"Cujo",5000000,5.4,"None"
"Cultivision (Collapsing Stars)",1000,8.4,"Comedy"
"Curdled",2309723,5.5,"Comedy"
"Curiosity & the Cat",45000,4.1,"None"
"Curly Sue",30000000,4.7,"Mixed"
"Curse of El Charro, The",200000,6,"None"
"Curse of Frankenstein, The",500000,6.8,"Drama"
"Curse of the Jade Scorpion, The",26000000,6.8,"Mixed"
"Curse of the Living Corpse, The",120000,3.9,"None"
"Curse of the Puppet Master",250000,2.7,"None"
"Curse of the Queerwolf",10000,3.5,"Comedy"
"Cursed",35000000,4.7,"None"
"Curucu, Beast of the Amazon",155000,5.6,"None"
"Cusp",60000,7.3,"Short"
"Custodial Code, The",12000,9.7,"Mixed"
"Cutaway",9000000,5.1,"Action"
"Cutthroat Island",92000000,5.1,"Mixed"
"Cyborg",2000000,3.8,"Action"
"Cypher",7500000,7.2,"Action"
"D-Tox",55000000,4.7,"Drama"
"D.E.B.S.",3500000,6,"Mixed"
"D.I.Y. or Die: How to Survive as an Independent Artist",5000,9.4,"Documentary"
"Daddy Cool",150000,5.7,"None"
"Daddy Day Care",60000000,5.7,"Comedy"
"Daddy and Them",4000000,5,"Mixed"
"Daddy's Boys",300000,2.7,"Comedy"
"Daddy-O",100000,2.5,"Drama"
"Dagon",4800000,6,"None"
"Daisy Miller",2000000,5.5,"Drama"
"Dalton, Les",27000000,2.7,"Comedy"
"Damaged Lives",10000,4.2,"Drama"
"Damned, The",500000,7,"Drama"
"Damned, The",30000,2.2,"None"
"Damsel in Distress, A",1035000,6.9,"Mixed"
"Dance Lexie Dance",75000,4,"Short"
"Dances with Wolves",19000000,7.8,"Drama"
"Dancing Lady",923055,6.4,"Mixed"
"Dancing in September",850000,6.4,"Drama"
"Dangerous Liaisons",14000000,7.6,"Mixed"
"Dangerous Lives of Altar Boys, The",12000000,7.2,"Drama"
"Dangerous Money",75000,6.2,"Drama"
"Dangerous Stranger, The",1000,3.6,"Mixed"
"Dansk sexualitet",15000,2.4,"Documentary"
"Dante's Inferno",748900,6.6,"Drama"
"Dante's Peak",104000000,5.6,"Mixed"
"Darcy's Off-White Wedding",7000,9.4,"Mixed"
"Daredevil",75000000,5.7,"Action"
"Daredevils of the Red Circle",126118,7.8,"Action"
"Dark Agent and the Passing of the Torch Chapter 7, The",10000,9.2,"Short"
"Dark Alibi",75000,7,"Drama"
"Dark Blue",15000000,6.6,"Mixed"
"Dark City",27000000,7.6,"None"
"Dark Command",1000000,6.4,"Romance"
"Dark Crystal, The",15000000,6.9,"None"
"Dark Half, The",15000000,5.5,"None"
"Dark Heaven",80000,2.4,"None"
"Dark Manhattan",24900,5.1,"Drama"
"Dark Star",60000,6.6,"Comedy"
"Darklands",750000,4,"Drama"
"Darkman",16000000,6.1,"Action"
"Darkness Falls",11000000,4.5,"None"
"Darkness Minus Twelve",4400,8.9,"Mixed"
"Darling Lili",25000000,5.9,"None"
"Date, The",3000,9.2,"Short"
"Daughter of the Sun",11000,1.2,"Comedy"
"Daughters of Satan",275000,3.2,"None"
"David & Dee",50000,8.6,"Mixed"
"David Searching",22500,7.3,"Drama"
"Dawn of the Dead",1500000,7.7,"Mixed"
"Dawn of the Dead",28000000,7.4,"Mixed"
"Dawn of the Friend",10000,6.2,"Mixed"
